Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log,SalePrice,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir
1078,5,4,3,7,2,5,4,8,5,3,4,1,11.95697006,155900,1,1,1,3,1,1,1,1
1079,5,4,2,7,2,4,3,8,1,2,4,1,11.74403719,126000,1,1,1,3,1,1,1,1
1080,4,4,2,6,2,5,4,8,1,3,4,1,11.88448902,145000,1,1,1,3,0,1,0,1
1081,4,4,2,6,2,2,3,8,1,4,4,4,11.79810441,133000,1,1,1,3,1,1,1,1
1082,5,4,2,2,2,5,4,8,5,3,4,1,12.16525065,192000,1,1,1,3,1,1,1,1
1083,4,4,2,5,2,3,3,8,5,3,4,4,11.98292909,160000,1,1,1,3,1,1,1,1
1084,5,4,2,6,2,4,3,8,4,4,4,1,12.14153412,187500,1,1,1,3,1,1,1,1
1085,5,4,4,7,2,5,4,8,1,2,4,1,11.89818787,147000,1,1,1,3,1,1,1,1
1086,4,4,2,5,2,3,3,8,1,3,4,1,11.33260191,83500,1,1,1,3,1,1,1,1
1087,5,4,3,2,2,5,4,8,5,3,4,1,12.43718437,252000,1,1,1,3,1,1,1,1
1088,5,4,2,2,2,5,4,4,1,2,4,1,11.8313792,137500,1,1,2,3,1,1,1,1
1089,5,4,2,7,2,5,4,8,5,4,4,1,12.19095901,197000,1,1,1,3,1,1,1,1
1090,1,1,1,1,1,2,3,8,1,2,4,1,11.43927892,92900,0,2,2,3,1,1,1,0
1091,5,4,2,5,2,5,4,8,1,2,4,1,11.98292909,160000,1,1,2,3,1,1,1,1
1092,4,4,2,4,2,2,3,8,5,2,4,1,11.82407989,136500,1,1,2,3,1,1,1,1
1093,4,4,3,7,2,4,4,8,1,2,4,4,11.8913619,146000,1,1,2,3,1,1,1,1
1094,4,4,2,5,4,5,3,8,1,4,4,1,11.76756768,129000,1,1,1,3,1,1,1,1
1095,5,4,2,7,2,4,4,8,5,3,4,1,12.08069081,176432,1,1,1,3,1,1,1,1
1096,4,4,2,2,2,3,4,8,1,1,1,1,11.75194237,127000,1,1,0,1,1,1,1,1
1097,5,4,2,2,2,5,4,8,1,3,4,1,12.04355372,170000,1,1,1,3,1,1,1,1
1098,4,4,2,5,2,3,3,8,1,2,4,1,11.75978554,128000,1,1,2,3,1,1,1,1
1099,5,4,2,6,2,3,3,8,4,3,4,1,11.96400108,157000,1,1,1,3,0,1,0,1
1100,4,3,2,4,2,3,2,8,1,2,4,1,11.00209984,60000,1,0,2,3,1,0,1,0
1101,4,4,2,5,3,3,3,8,1,2,4,1,11.69107165,119500,1,1,2,3,1,1,1,1
1102,4,4,2,4,2,5,3,8,1,3,4,2,11.81303006,135000,1,1,1,3,1,1,0,1
1103,4,4,3,6,2,5,3,8,3,4,4,1,11.9797992,159500,1,1,3,3,1,1,1,1
1104,4,4,2,2,2,3,3,8,1,2,4,1,11.57119437,106000,1,1,2,3,1,1,1,1
1105,6,4,4,7,2,5,4,8,4,3,4,1,12.69158046,325000,1,1,1,3,1,1,1,1
1106,5,4,3,7,2,4,4,8,4,4,4,1,12.10015642,179900,1,1,1,3,1,1,1,1
1107,6,5,2,2,2,5,4,8,5,3,4,1,12.52352588,274725,1,1,3,3,2,1,0,1
1108,5,4,2,2,2,5,3,8,4,3,4,1,12.10625231,181000,1,1,1,3,1,1,0,1
1109,6,4,3,7,2,5,4,8,5,4,4,1,12.54254488,280000,1,1,1,3,1,1,1,1
1110,5,4,2,7,2,4,3,8,4,4,4,1,12.14419724,188000,1,1,1,3,1,1,1,1
1111,4,4,2,6,2,3,3,8,5,3,4,1,12.23076526,205000,1,1,1,3,1,1,1,1
1112,4,4,2,7,2,3,3,8,1,2,4,1,11.7745202,129900,1,2,2,3,1,1,1,1
1113,4,4,2,5,2,4,4,8,1,2,4,1,11.80931948,134500,1,1,1,3,1,1,1,1
1114,4,4,2,4,2,5,4,8,1,2,4,4,11.66992921,117000,1,1,2,3,1,1,1,1
1115,6,4,2,7,2,5,5,8,5,3,4,1,12.66980666,318000,1,1,1,3,2,1,0,1
1116,5,4,2,7,2,5,4,8,4,4,4,1,12.12323437,184100,1,1,3,3,1,1,1,1
1117,4,4,2,5,2,5,4,8,1,3,4,1,11.77528973,130000,1,1,1,3,1,1,1,1
1118,4,4,2,2,2,3,3,6,1,3,4,1,11.8493977,140000,1,1,3,3,1,1,1,1
1119,4,4,2,3,2,3,3,8,1,3,4,3,11.80335376,133700,1,2,1,3,1,1,1,1
1120,4,4,2,2,2,3,3,8,5,2,4,4,11.681824,118400,1,2,2,3,1,1,1,1
1121,5,4,4,7,2,5,4,8,1,3,4,1,12.26857785,212900,1,1,1,3,2,1,0,1
1122,4,4,2,2,2,5,3,8,1,2,4,4,11.62625415,112000,1,2,0,3,0,1,0,1
1123,4,4,2,2,2,5,3,8,1,1,1,1,11.6784399,118000,1,1,0,1,1,1,1,1
1124,5,4,2,2,2,4,4,8,4,4,4,1,12.00701176,163900,1,1,1,3,1,1,1,1
1125,4,4,2,2,2,3,2,8,4,2,3,1,11.65268741,115000,1,1,2,2,1,1,1,1
1126,5,4,2,2,2,5,4,8,4,4,4,1,12.06681058,174000,1,1,1,3,1,1,1,1
1127,5,4,4,7,2,5,4,8,5,4,4,1,12.46458334,259000,1,1,1,3,1,1,0,1
1128,5,4,4,2,2,5,4,8,5,4,4,1,12.27839331,215000,1,1,3,3,1,1,1,1
1129,5,4,5,7,2,3,3,8,1,2,4,1,11.8493977,140000,1,1,2,3,1,1,1,1
1130,4,4,2,5,2,3,4,6,4,2,4,4,11.81303006,135000,1,1,2,3,1,1,1,1
1131,5,4,3,5,2,3,3,8,1,1,1,4,11.44571672,93500,1,1,0,1,0,1,0,1
1132,4,4,3,2,2,3,2,8,1,2,4,1,11.67419361,117500,1,1,2,2,1,0,1,1
1133,5,4,2,7,2,5,4,8,4,3,4,1,12.3863087,239500,1,1,1,3,1,1,1,1
1134,5,4,4,2,2,4,3,8,4,4,4,1,12.03765399,169000,1,1,1,3,1,1,1,1
1135,4,4,2,2,2,3,3,8,5,2,4,1,11.53272809,102000,1,1,2,3,1,1,1,0
1136,4,4,2,5,2,3,3,8,1,2,4,1,11.68687877,119000,1,2,1,3,1,1,0,1
1137,4,4,2,2,2,4,3,8,1,1,1,1,11.45105006,94000,1,1,0,1,1,0,1,0
1138,4,4,5,6,2,3,4,8,4,3,4,1,12.18586994,196000,1,1,1,3,1,1,1,1
1139,4,4,2,5,2,3,3,4,5,2,4,1,11.87756858,144000,1,1,2,3,1,1,1,1
1140,4,4,3,6,2,3,3,8,1,2,4,1,11.84222921,139000,1,1,2,3,0,1,0,1
1141,4,4,2,6,2,5,4,8,4,2,4,1,12.19349386,197500,1,1,1,3,1,1,1,1
1142,6,4,5,7,2,5,4,8,4,3,4,1,12.95953852,424870,1,1,3,3,2,1,0,1
1143,4,4,2,7,2,3,3,8,1,1,1,1,11.28978191,80000,1,1,0,1,1,1,1,1
1144,5,4,2,5,2,2,2,8,1,2,4,4,11.28978191,80000,0,2,2,3,1,1,1,0
1145,4,4,2,2,2,5,3,8,5,2,4,1,11.91170158,149000,1,1,2,3,1,1,0,1
1146,5,4,2,7,2,3,4,8,4,2,4,1,12.10071213,180000,1,1,1,3,1,1,1,1
1147,4,4,2,4,2,5,2,8,5,2,4,1,12.06968002,174500,1,1,1,3,1,1,1,1
1148,4,4,2,2,2,3,3,8,5,2,4,1,11.66907415,116900,1,1,2,3,1,1,1,1
1149,4,4,2,6,2,5,3,8,1,2,4,1,11.87059991,143000,1,1,2,3,1,1,1,1
1150,4,4,2,2,2,5,4,8,5,2,4,5,11.72803684,124000,1,2,1,3,1,1,1,1
1151,4,4,2,5,2,3,2,8,5,4,4,1,11.91772368,149900,1,1,1,3,1,1,1,1
1152,4,4,2,6,7,5,5,8,5,4,4,1,12.34583459,230000,1,1,1,3,1,1,0,1
1153,4,4,4,6,2,5,3,8,1,2,4,1,11.69940503,120500,1,1,2,3,1,1,1,1
1154,4,4,5,6,2,3,4,8,5,2,4,5,12.21503239,201800,1,1,1,3,1,1,1,1
1155,5,4,5,6,2,3,4,8,3,3,4,1,12.29225034,218000,1,1,1,3,1,1,1,1
1156,4,4,5,6,2,4,4,8,5,3,4,4,12.10015642,179900,1,1,1,3,1,1,1,1
1157,5,4,2,7,2,5,4,8,5,3,4,1,12.34583459,230000,1,1,1,3,1,1,1,1
1158,5,4,2,2,2,5,4,8,1,3,4,1,12.36788533,235128,1,1,1,3,0,1,0,1
1159,4,4,2,6,2,3,4,8,4,3,4,1,12.1281111,185000,1,1,1,2,1,1,1,1
1160,5,4,2,6,2,2,3,8,4,2,4,1,11.8913619,146000,1,1,1,3,1,1,1,1
1161,4,4,2,5,2,5,4,8,5,2,4,1,12.31940133,224000,1,1,2,3,1,1,1,1
1162,5,4,2,5,2,4,3,8,2,4,4,1,11.76756768,129000,1,1,1,3,1,1,1,1
1163,5,4,4,7,2,3,3,8,1,2,4,1,11.59872694,108959,1,1,0,2,1,1,0,1
1164,5,4,5,6,4,5,4,8,4,2,4,1,12.17561344,194000,1,1,1,3,1,1,1,1
1165,5,4,2,2,2,5,4,8,1,3,4,1,12.35952308,233170,1,1,1,3,2,1,0,1
1166,5,4,4,2,2,5,4,8,1,3,4,1,12.41044104,245350,1,1,1,3,1,1,1,1
1167,5,4,2,7,2,5,3,8,4,4,4,1,12.06104687,173000,1,1,1,3,1,1,1,1
1168,4,4,2,4,2,5,4,8,4,2,4,1,12.36734079,235000,1,1,0,3,1,1,1,1
1169,6,4,5,7,2,5,4,8,4,4,4,1,13.34550693,625000,1,1,1,3,1,1,1,1
1170,4,4,4,6,2,3,3,8,2,4,4,5,12.04941884,171000,1,1,1,3,1,1,1,1
1171,4,4,2,6,2,5,3,8,4,3,4,1,12.00150548,163000,1,1,1,3,1,1,1,1
1172,5,4,2,2,2,5,4,8,1,4,4,1,12.05466819,171900,1,1,2,3,1,1,1,1
1173,4,4,2,4,5,3,5,4,5,1,1,4,12.20856953,200500,1,1,0,1,1,1,1,1
1174,5,4,2,4,2,3,3,8,5,2,4,1,12.38421883,239000,1,1,2,3,1,1,1,1
1175,5,4,2,7,2,5,4,8,4,4,4,1,12.56024446,285000,1,1,1,3,1,1,1,1
1176,4,4,2,6,2,3,3,8,1,2,4,4,11.69107165,119500,1,1,1,3,1,1,1,1
1177,4,4,2,4,2,3,3,8,1,2,4,1,11.65268741,115000,1,1,2,3,1,0,1,1
1178,4,4,2,2,2,5,3,8,5,2,4,1,11.95053503,154900,1,1,2,2,1,1,1,1
1179,1,1,1,1,1,4,3,6,5,1,1,1,11.44035477,93000,1,1,0,1,1,0,1,1
1180,5,4,2,3,2,5,3,8,1,4,4,5,12.4292162,250000,1,1,1,3,1,1,1,1
1181,6,4,5,7,2,5,4,8,5,4,4,1,12.88029182,392500,1,1,1,3,2,1,0,1
1182,6,4,4,7,2,5,5,8,4,4,4,4,13.5211395,745000,1,1,1,3,1,1,0,1
1183,4,4,2,4,2,5,3,8,5,2,4,1,11.69524702,120000,1,1,2,3,1,1,1,1
1184,4,4,5,4,2,4,3,8,4,3,4,1,12.13725833,186700,1,1,0,3,1,1,1,1
1185,4,4,2,5,2,4,3,8,1,2,4,1,11.56076279,104900,1,1,1,3,1,1,1,1
1186,3,4,3,5,2,3,3,8,1,2,3,1,11.46163217,95000,1,1,0,2,1,1,0,1
1187,5,4,2,7,2,5,4,8,3,3,4,5,12.47609978,262000,1,1,1,3,1,1,1,1
1188,5,4,2,2,2,5,4,8,1,3,4,1,12.18075484,195000,1,1,1,3,1,1,1,1
1189,4,4,2,2,2,4,4,8,4,4,4,1,12.14950229,189000,1,1,1,3,1,1,1,1
1190,4,4,4,5,2,5,3,8,4,4,4,1,12.03171926,168000,1,1,0,3,1,1,1,1
1191,5,4,2,2,2,5,4,8,1,2,4,1,12.06681058,174000,1,1,2,3,1,1,1,1
1192,4,4,3,2,2,4,4,8,1,2,3,3,11.73606902,125000,1,1,2,3,1,0,1,1
1193,6,4,2,7,2,5,3,8,1,4,4,1,12.01370075,165000,1,1,1,3,1,1,1,1
1194,4,4,2,6,2,3,3,8,1,4,4,4,11.97035031,158000,1,1,1,3,1,1,1,1
1195,5,4,2,2,2,5,4,8,1,4,4,1,12.07823927,176000,1,1,1,3,1,1,1,1
1196,5,4,4,2,2,5,4,8,5,4,4,1,12.29778545,219210,1,1,3,3,2,1,0,1
1197,4,4,2,2,2,5,3,8,5,2,4,1,11.87756858,144000,1,1,2,3,0,1,1,1
1198,5,4,2,2,2,5,4,8,1,3,4,1,12.08953883,178000,1,1,1,3,1,1,1,1
1199,4,4,2,4,2,4,3,8,2,2,4,1,11.90496755,148000,1,1,1,3,1,1,1,1
1200,4,4,2,2,2,4,3,8,1,2,4,1,11.66177641,116050,1,1,1,3,0,1,0,1
1201,5,4,4,2,2,5,4,8,1,3,4,1,12.19551713,197900,1,1,1,3,1,1,1,1
1202,4,4,2,2,2,5,3,8,3,2,4,1,11.66992921,117000,1,1,2,3,1,0,1,1
1203,5,4,2,2,2,5,4,8,4,2,4,1,12.26904744,213000,1,1,1,3,1,1,1,1
1204,5,4,2,6,2,5,3,8,1,3,4,4,11.94145585,153500,1,1,1,3,1,1,1,1
1205,5,4,3,6,5,4,4,8,4,3,4,1,12.51318963,271900,1,1,1,3,1,1,1,1
1206,4,4,2,4,2,3,3,8,1,2,4,4,11.58058411,107000,1,1,2,3,1,1,1,1
1207,5,4,4,7,2,5,4,8,1,3,4,1,12.20607265,200000,1,1,1,3,1,1,1,1
1208,4,4,2,4,5,3,3,8,1,2,4,1,11.8493977,140000,1,1,2,3,1,1,1,1
1209,6,4,3,7,2,5,4,8,5,3,4,1,12.5776362,290000,1,1,1,3,2,1,0,1
1210,5,4,2,2,2,5,4,8,4,3,4,5,12.14950229,189000,1,1,1,3,1,1,1,1
1211,5,4,4,7,2,4,3,8,1,3,4,1,12.00762171,164000,1,1,0,3,1,1,1,1
1212,4,4,2,4,2,3,3,8,1,2,4,1,11.6351431,113000,1,1,1,3,1,0,1,1
1213,4,5,4,7,2,5,3,8,1,2,4,1,11.88448902,145000,1,1,1,3,1,1,1,1
1214,4,4,4,5,2,3,3,8,1,2,4,1,11.80931948,134500,1,1,1,3,1,1,1,1
1215,4,4,2,4,3,3,3,8,1,3,4,4,11.73606902,125000,1,1,2,3,1,1,1,1
1216,1,1,1,1,1,3,3,8,1,2,4,1,11.62625415,112000,1,1,1,3,1,1,1,1
1217,5,4,3,7,2,5,4,8,1,3,4,1,12.34346657,229456,1,1,1,3,2,1,0,1
1218,1,1,1,1,1,4,3,8,1,1,1,1,11.29601246,80500,1,1,0,1,1,0,1,0
1219,4,4,2,2,2,3,3,8,1,1,1,1,11.42409425,91500,1,1,0,1,1,0,0,1
1220,4,4,2,4,3,3,3,8,1,2,4,1,11.65268741,115000,1,1,1,3,1,1,0,1
1221,4,4,2,5,3,5,3,8,4,2,4,1,11.80559508,134000,1,1,1,3,1,1,1,1
1222,4,4,3,4,2,5,3,8,5,2,4,3,11.87059991,143000,1,1,1,3,1,1,1,1
1223,4,3,2,3,2,3,3,5,1,2,4,4,11.83428406,137900,1,2,2,3,1,1,1,0
1224,5,4,4,7,2,5,4,8,5,4,4,1,12.12269104,184000,1,1,1,3,1,1,1,1
1225,4,4,4,7,2,5,3,8,1,3,4,2,11.88448902,145000,1,1,1,3,1,1,1,1
1226,5,4,3,2,2,5,4,8,5,4,4,1,12.27373129,214000,1,1,3,3,1,1,1,1
1227,4,4,2,6,2,5,4,8,1,2,4,1,11.89818787,147000,1,1,2,3,1,1,1,1
1228,6,4,2,7,2,5,5,8,5,4,4,1,12.8139179,367294,1,1,1,3,2,1,0,1
1229,4,4,2,6,2,4,3,4,1,2,4,3,11.75194237,127000,1,1,0,3,1,1,1,1
1230,5,4,2,7,4,5,3,8,4,3,4,1,12.15477935,190000,1,1,3,3,1,0,1,1
1231,4,4,4,6,2,3,3,8,1,2,4,3,11.79433792,132500,1,1,1,3,1,1,1,1
1232,1,1,1,1,1,3,3,8,1,2,4,1,11.53076538,101800,1,1,0,3,1,1,1,1
1233,4,4,2,4,2,2,3,8,1,3,4,4,11.86358234,142000,1,1,1,3,0,1,0,1
1234,4,4,4,2,2,3,3,8,1,1,1,1,11.77528973,130000,1,2,0,1,1,0,0,0
1235,5,4,3,2,2,4,3,8,1,2,3,1,11.84141593,138887,1,0,2,2,1,0,1,1
1236,5,4,2,2,2,5,4,8,1,3,4,1,12.07539432,175500,1,1,3,3,1,1,1,1
1237,5,4,2,2,2,5,4,8,5,4,4,1,12.18075484,195000,1,1,3,3,1,1,1,1
1238,5,4,2,2,2,5,3,8,1,2,4,1,11.86709728,142500,1,1,2,3,1,1,0,1
1239,5,4,4,7,2,5,5,8,5,3,4,1,12.49087558,265900,1,1,1,3,1,1,1,1
1240,5,4,2,7,2,5,4,8,1,3,4,1,12.32341114,224900,1,1,1,3,1,1,1,1
1241,5,4,4,2,2,5,4,8,1,3,4,1,12.42250573,248328,1,1,1,3,2,1,0,1
1242,5,4,5,7,3,3,4,8,4,3,4,4,12.04355372,170000,1,1,1,3,1,1,0,1
1243,6,5,5,7,2,5,5,8,5,4,4,1,13.04979268,465000,1,1,1,3,2,1,0,1
1244,5,4,2,2,2,2,4,8,5,2,4,1,12.34583459,230000,1,1,2,3,1,1,1,1
1245,5,4,2,2,2,5,3,8,4,4,4,1,12.08953883,178000,1,1,3,3,1,1,0,1
1246,5,4,2,2,2,5,4,8,1,3,4,1,12.13618652,186500,1,1,1,3,2,1,0,1
1247,4,4,4,7,2,3,3,8,1,2,4,1,12.04296531,169900,1,1,1,3,1,1,1,1
1248,5,4,2,4,2,2,3,8,5,2,3,1,11.77143616,129500,0,1,2,2,1,0,1,0
1249,4,4,2,5,4,3,3,8,1,2,4,1,11.68687877,119000,1,1,1,3,1,1,1,1
1250,4,4,2,6,2,5,5,8,4,4,4,1,12.4049235,244000,1,1,1,3,1,1,1,1
1251,5,4,2,2,2,5,4,8,5,3,4,1,12.05379521,171750,1,1,1,3,1,1,1,1
1252,4,4,2,5,2,3,3,8,1,3,4,3,11.77528973,130000,1,1,1,3,1,1,1,1
1253,4,4,5,3,6,3,4,8,5,3,4,4,12.59133505,294000,1,1,1,3,1,1,1,1
1254,5,4,2,2,2,5,4,8,5,4,4,1,12.01612206,165400,1,1,3,3,1,1,1,1
1255,4,3,2,3,2,3,3,8,5,2,4,1,11.75587164,127500,1,2,2,3,1,1,1,1
1256,5,4,5,7,2,5,4,8,4,4,4,1,12.6165253,301500,1,1,1,3,1,1,1,1
1257,3,4,2,2,2,5,3,8,1,1,1,1,11.51192496,99900,1,1,0,1,1,1,1,1
1258,5,4,5,7,2,5,4,8,1,4,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
1259,5,4,2,6,3,4,3,8,1,2,4,1,11.92503512,151000,1,1,1,3,1,1,1,1
1260,5,4,2,2,2,5,3,8,4,4,4,1,12.10625231,181000,1,1,3,3,1,1,1,1
1261,4,4,2,4,2,4,3,8,1,2,4,1,11.76679219,128900,1,1,1,3,1,1,1,1
1262,4,4,4,2,2,5,3,6,4,2,4,1,11.99226042,161500,1,2,1,3,1,1,1,1
1263,4,4,2,2,2,5,3,8,5,2,4,5,12.10348606,180500,1,2,2,3,1,0,1,1
1264,5,4,2,7,2,5,4,8,1,4,4,1,12.10625231,181000,1,1,1,3,0,1,0,1
1265,5,4,2,7,2,5,4,8,1,2,4,1,12.12214741,183900,1,1,2,3,1,1,1,1
1266,4,4,2,2,2,3,3,8,5,2,4,4,11.71177632,122000,1,0,2,3,1,0,1,0
1267,6,4,5,2,2,5,5,8,5,4,4,1,12.84397135,378500,1,1,1,3,1,1,1,1
1268,4,4,3,4,2,5,4,8,5,2,4,3,12.85055465,381000,1,1,3,3,1,1,1,1
1269,4,4,2,5,2,3,3,8,1,2,4,3,11.87756858,144000,1,2,1,3,1,1,1,1
1270,5,4,5,7,2,3,4,8,4,4,4,1,12.46843691,260000,1,1,1,3,1,1,1,1
1271,4,4,2,2,2,4,4,8,5,3,4,1,12.13215696,185750,1,1,1,3,1,1,1,1
1272,4,4,2,5,3,3,3,8,1,2,4,4,11.8277362,137000,1,1,1,3,1,1,1,1
1273,4,4,4,6,2,4,5,8,5,3,4,5,12.08390501,177000,1,1,0,3,1,1,1,1
1274,4,4,2,2,2,5,3,8,5,2,4,1,11.84222921,139000,1,1,2,3,1,1,1,1
1275,4,4,2,4,2,4,3,8,1,2,3,1,11.8277362,137000,1,2,2,3,1,1,1,1
1276,4,5,2,5,2,3,3,8,4,2,4,1,11.99535161,162000,1,1,1,3,1,1,1,1
1277,5,4,4,6,2,2,3,8,5,3,4,1,12.19551713,197900,1,1,1,3,1,1,1,1
1278,5,4,2,7,2,5,4,8,5,3,4,1,12.37581542,237000,1,1,1,3,1,1,1,1
1279,4,4,2,2,2,3,3,8,1,3,4,1,11.1331281,68400,1,2,2,3,0,1,0,1
1280,5,4,2,7,2,5,4,8,1,3,4,1,12.3327053,227000,1,1,1,3,1,1,1,1
1281,5,4,2,6,2,3,3,8,4,4,5,1,12.10071213,180000,1,1,1,2,1,1,1,1
1282,5,4,3,3,4,3,4,8,1,2,4,1,11.92171836,150500,1,1,2,3,1,1,1,1
1283,4,4,4,2,2,3,3,8,1,1,1,1,11.84222921,139000,1,1,0,1,1,1,1,1
1284,4,4,2,2,2,5,4,6,5,2,4,1,12.03765399,169000,1,1,2,3,1,1,1,1
1285,4,4,2,2,2,5,3,8,5,2,4,1,11.79433792,132500,1,0,2,3,1,1,1,1
1286,4,4,2,6,4,3,3,8,5,2,4,1,11.87059991,143000,1,1,1,3,1,1,1,1
1287,4,4,4,4,2,2,3,8,1,2,4,1,12.15477935,190000,1,1,1,3,1,0,1,1
1288,5,4,2,7,2,5,5,8,6,4,4,1,12.53537639,278000,1,1,1,3,1,1,1,1
1289,5,4,3,2,2,5,5,8,5,4,4,1,12.54610995,281000,1,1,3,3,2,1,0,1
1290,4,4,4,7,2,3,3,8,5,3,4,1,12.10348606,180500,1,1,1,3,1,1,1,1
1291,4,4,2,6,2,3,3,8,1,2,4,1,11.69107165,119500,1,1,2,3,1,1,1,1
1292,4,4,2,2,2,3,3,6,1,3,4,1,11.58524613,107500,1,1,1,3,1,1,1,0
1293,5,4,2,7,2,3,3,8,4,3,4,3,12.00089179,162900,1,1,1,3,1,1,1,1
1294,4,4,2,4,2,3,3,8,1,2,4,1,11.65268741,115000,1,1,2,3,1,0,1,1
1295,4,4,4,5,2,4,3,8,1,3,4,3,11.8386256,138500,1,1,1,3,1,1,1,1
1296,4,4,3,6,2,4,3,8,1,3,4,4,11.9511804,155000,1,1,1,3,1,1,1,1
1297,5,4,5,7,2,4,3,8,1,4,4,1,11.8493977,140000,1,1,0,3,2,1,0,1
1298,6,4,5,7,2,5,5,8,5,4,4,1,11.98292909,160000,1,1,1,3,2,1,0,1
1299,4,4,2,3,4,5,4,8,1,3,4,5,11.94470788,154000,1,1,1,3,1,1,1,1
1300,5,4,2,7,2,5,4,8,4,4,4,1,12.32385568,225000,1,1,1,3,1,1,1,1
1301,4,4,2,5,2,2,4,8,5,2,4,1,12.08672589,177500,1,1,1,3,1,0,1,1
1302,5,4,2,7,2,5,4,8,4,3,4,1,12.5776362,290000,1,1,1,3,1,1,1,1
1303,5,4,4,2,2,5,4,8,1,3,4,1,12.35449265,232000,1,1,1,3,1,1,1,1
1304,5,4,2,2,2,5,4,4,1,2,4,1,11.77528973,130000,1,1,2,3,1,1,1,1
1305,6,4,2,7,2,5,5,8,6,4,4,1,12.69158046,325000,1,1,1,3,1,1,1,1
1306,5,4,2,2,2,5,4,8,5,3,4,1,12.21849517,202500,1,1,1,3,2,1,0,1
1307,5,5,2,6,2,5,3,8,1,2,4,1,11.83500896,138000,1,1,2,3,1,1,1,1
1308,4,4,2,7,6,5,4,8,1,2,4,3,11.89818787,147000,1,1,1,3,1,1,1,1
1309,5,4,2,7,2,4,4,8,1,3,4,3,12.09625778,179200,1,1,1,3,1,1,1,1
1310,5,4,4,7,2,3,5,8,4,4,4,1,12.72188581,335000,1,1,1,3,1,1,1,1
1311,5,4,2,7,2,5,4,8,1,3,4,1,12.22096126,203000,1,1,1,3,2,1,0,1
1312,6,4,2,7,2,5,4,8,6,3,5,1,12.6181823,302000,1,1,1,2,1,1,1,1
1313,5,4,2,2,2,5,4,8,4,4,4,1,12.71640215,333168,1,1,3,3,1,1,1,1
1314,4,4,2,4,2,5,3,8,4,2,4,1,11.68687877,119000,1,1,2,3,1,1,1,1
1315,3,4,3,6,3,3,3,8,5,2,4,1,12.23999086,206900,1,1,1,3,1,1,1,1
1316,6,4,5,2,2,5,5,8,5,3,4,1,12.59640043,295493,1,1,1,3,1,1,1,1
1317,6,5,2,2,2,5,4,8,5,3,4,1,12.24961095,208900,1,1,1,3,2,1,0,1
1318,5,4,5,2,2,5,4,8,4,3,4,1,12.52452638,275000,1,1,1,3,1,1,1,1
1319,4,4,2,6,2,5,3,8,1,2,4,1,11.61728548,111000,1,1,1,3,1,1,1,1
1320,4,4,2,6,4,4,3,8,5,3,4,1,11.96081129,156500,1,1,1,3,1,1,1,1
1321,1,1,1,1,1,3,3,8,1,2,3,1,11.19134184,72500,0,1,2,3,1,1,1,0
1322,5,4,2,7,2,5,4,8,4,3,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
1323,4,4,2,3,2,4,2,8,1,1,1,1,11.32055357,82500,1,1,0,1,1,1,1,1
1324,6,4,4,2,2,5,4,8,5,3,4,1,11.89818787,147000,1,1,1,3,2,1,0,1
1325,4,3,2,2,2,2,3,8,1,1,1,4,10.91508846,55000,1,1,0,1,1,0,1,0
1326,4,4,2,4,2,5,4,8,1,1,1,1,11.27720313,79000,1,1,0,1,1,1,1,1
1327,4,4,2,6,2,5,4,8,6,2,4,4,11.77912851,130500,1,1,1,3,1,1,1,1
1328,5,4,2,3,2,5,3,5,4,2,4,4,12.45293272,256000,1,1,2,2,1,1,1,1
1329,5,4,2,2,2,4,3,8,4,4,4,1,12.08107616,176500,1,1,1,3,1,1,1,1
1330,5,5,4,2,2,5,4,8,5,3,4,1,12.3327053,227000,1,1,1,3,1,1,1,1
1331,4,4,4,6,2,4,3,8,1,2,4,1,11.79433792,132500,1,1,2,3,1,1,1,1
1332,4,4,3,6,2,5,3,8,5,2,3,1,11.51292546,100000,1,1,2,2,1,1,1,1
1333,4,4,2,2,2,5,4,8,1,2,4,4,11.74006104,125500,1,1,2,3,1,1,1,1
1334,4,4,2,3,2,3,3,7,1,2,4,1,11.73606902,125000,1,1,1,3,1,1,1,1
1335,5,4,2,6,2,3,3,8,4,3,4,1,12.03112384,167900,1,1,1,3,1,1,1,1
1336,4,4,2,2,2,3,3,8,1,2,4,1,11.81303006,135000,1,1,2,3,1,1,1,1
1337,4,4,2,2,2,2,2,8,1,1,1,1,10.86856845,52500,0,2,0,1,1,0,1,0
1338,5,4,2,7,2,5,4,8,1,3,4,1,12.20607265,200000,1,1,3,3,1,1,1,1
1339,4,4,3,4,2,5,3,8,1,3,4,1,11.76368418,128500,1,1,1,3,1,1,1,1
1340,4,4,2,2,2,3,3,8,1,2,4,3,11.71993963,123000,1,1,2,3,1,1,1,1
1341,5,4,2,7,2,5,4,8,1,2,4,1,11.9511804,155000,1,1,2,3,1,1,1,1
1342,5,4,2,2,2,5,4,8,5,3,4,1,12.33929149,228500,1,1,1,3,1,1,1,1
1343,4,4,2,2,2,4,3,8,4,2,3,1,12.08390501,177000,1,1,2,2,1,1,1,1
