,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log_y,SalePrice_y,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation
71,71,69.0,7599,4,6,1982,2006,0.0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,1987.0,2,360,0,0,0,0,0,0,0,6,2007,4,4,2,6,2,3,3,8,1,2,4,1,11.77143616,129500,1,1,2,3,1,1,1,1,4,2,3,1,4,1,1,1,12,3,3,1,3,2,2,7,10,3,3,3,2
72,72,74.0,10141,7,5,1998,1998,40.0,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,1998.0,2,427,0,94,0,0,291,0,0,12,2009,5,4,2,2,2,4,3,8,4,4,4,1,12.128111099999998,185000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,2,3,3,3
73,73,85.0,10200,5,7,1954,2003,104.0,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989.0,2,490,0,0,0,0,0,0,0,5,2010,4,4,2,6,5,4,3,8,1,2,4,3,11.88379913,144900,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,2,3,3,2
74,74,60.0,5790,3,6,1915,1950,0.0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1915.0,1,379,0,0,202,0,0,0,0,5,2010,3,4,2,2,2,4,3,8,1,2,4,1,11.58431546,107400,1,1,2,3,1,1,1,0,5,2,3,1,4,1,1,1,18,3,3,1,6,3,2,13,13,3,4,4,2
75,75,21.0,1596,4,5,1973,1973,0.0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973.0,1,297,120,101,0,0,0,0,0,11,2009,5,4,5,7,2,3,3,8,1,2,4,3,11.41861479,91000,1,1,3,3,1,1,1,1,5,2,3,1,4,1,5,1,11,3,3,4,8,2,2,6,6,3,3,3,2
76,76,70.04995836802665,8475,4,7,1956,1956,0.0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1956.0,1,283,0,0,0,0,0,0,0,4,2008,4,4,2,6,2,5,3,8,1,2,4,1,11.81857024,135750,1,2,2,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,13,13,3,3,3,2
77,77,50.0,8635,5,5,1948,2001,0.0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1948.0,1,240,0,0,0,0,0,0,0,1,2008,4,4,2,5,7,3,3,7,1,2,4,4,11.75194237,127000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,4,3,3,1,1,2,2,14,14,3,3,3,2
78,78,72.0,10778,4,5,1968,1968,0.0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,1968.0,0,0,0,0,0,0,0,0,0,4,2010,4,4,2,2,2,3,3,8,1,1,1,1,11.82407989,136500,1,1,0,1,1,1,1,0,4,2,3,1,4,1,5,1,19,3,3,3,3,4,2,7,7,3,3,3,2
79,79,60.0,10440,5,6,1910,1981,0.0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,1966.0,2,440,74,0,128,0,0,0,0,5,2009,4,4,2,2,2,4,3,8,1,2,4,4,11.60823564,110000,1,1,2,3,1,1,1,1,5,2,1,1,4,1,1,1,18,3,3,1,6,2,2,14,14,3,3,3,3
80,80,100.0,13000,6,6,1968,1968,576.0,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1968.0,1,509,0,72,0,0,252,0,0,6,2009,5,4,2,4,2,3,4,8,5,4,4,1,12.17303279,193500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,6,2,2,13,13,2,3,4,2
81,81,32.0,4500,6,5,1998,1998,443.0,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,405,0,199,0,0,0,0,0,3,2006,6,5,2,7,2,5,3,8,1,4,4,1,11.94145585,153500,1,1,1,3,1,1,1,1,5,2,3,1,4,1,3,1,12,3,3,5,3,4,2,13,13,2,3,4,3
82,82,78.0,10206,8,5,2007,2007,468.0,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,2007.0,3,758,144,99,0,0,0,0,0,10,2008,5,4,2,7,2,5,4,8,5,3,4,1,12.40901349,245000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,21,3,3,1,3,2,2,13,13,4,3,3,3
83,83,80.0,8892,5,5,1960,1960,66.0,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,1974.0,2,461,74,0,0,0,0,0,0,7,2007,4,4,2,2,2,4,3,8,1,2,4,1,11.74799759,126500,1,1,2,3,0,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,9,9,1,3,3,2
84,84,70.04995836802665,8530,7,5,1995,1996,22.0,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,1995.0,2,400,120,72,0,0,0,0,700,5,2009,5,4,2,2,2,4,3,8,4,4,4,1,12.03469103,168500,1,1,3,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,8,2,2,7,7,2,3,3,3
85,85,121.0,16059,8,5,1991,1992,284.0,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,1991.0,2,462,127,82,0,0,0,0,0,4,2006,5,4,2,2,2,5,4,8,4,2,4,1,12.46843691,260000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,14,3,3,1,6,4,2,7,7,2,4,3,2
86,86,122.0,11911,6,5,2005,2005,0.0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2005.0,2,400,100,38,0,0,0,0,0,3,2009,5,4,4,2,2,5,4,8,5,4,4,1,12.06681058,174000,1,1,3,3,1,1,1,1,4,2,3,3,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
87,87,40.0,3951,6,5,2009,2009,76.0,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009.0,2,528,0,234,0,0,0,0,0,6,2009,5,4,4,2,2,5,4,8,1,3,4,1,12.01066585,164500,1,1,2,3,2,1,0,1,2,2,2,1,4,1,1,1,21,3,3,5,6,2,2,13,13,4,4,3,3
88,88,105.0,8470,3,2,1915,1982,0.0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,1915.0,0,0,0,0,156,0,0,0,0,10,2009,4,3,2,2,2,3,2,8,1,1,1,4,11.35040654,85000,1,1,0,1,0,0,0,0,1,2,3,2,4,1,1,1,10,2,2,1,1,4,2,10,10,3,2,2,2
89,89,60.0,8070,4,5,1994,1995,0.0,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,1994.0,0,0,0,0,0,0,0,0,0,8,2007,5,4,2,7,2,5,3,8,1,1,1,1,11.72480582,123600,1,1,0,1,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,3,3,3,3
90,90,60.0,7200,4,5,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,1950.0,2,420,0,29,0,0,0,0,0,7,2006,1,1,1,1,1,3,3,8,1,2,4,1,11.60732614,109900,1,2,2,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,4,14,3,3,3,4
91,91,85.0,8500,5,3,1961,1961,203.0,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,1961.0,2,480,0,0,0,0,0,0,0,12,2006,4,4,2,4,2,3,3,8,1,2,4,3,11.49882654,98600,1,1,1,3,1,1,0,1,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,7,7,1,3,3,2
92,92,80.0,13360,5,7,1921,2006,0.0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,1921.0,2,432,0,0,44,0,0,0,0,8,2009,5,4,2,6,2,5,3,8,1,2,4,1,12.00456827,163500,1,1,2,3,1,1,1,1,4,2,1,2,2,1,5,1,7,3,3,1,3,2,2,14,14,3,3,4,1
93,93,60.0,7200,6,6,1910,1998,0.0,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,1900.0,2,506,0,0,0,0,99,0,0,11,2007,4,3,3,4,2,5,3,8,5,2,4,1,11.80484853,133900,1,1,2,3,1,1,1,0,1,2,3,1,4,1,1,1,18,3,3,2,5,4,2,9,9,3,3,3,1
94,94,69.0,9337,6,5,1997,1997,0.0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,1997.0,2,684,0,162,0,0,0,0,0,5,2007,5,4,2,7,2,5,4,8,1,3,4,1,12.229545,204750,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,3,4,3
95,95,70.04995836802665,9765,6,8,1993,1993,68.0,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,1993.0,2,420,232,63,0,0,0,0,480,4,2009,5,5,2,6,2,4,3,8,4,4,4,1,12.128111099999998,185000,1,1,3,3,1,1,1,1,4,2,3,3,4,1,1,1,9,3,3,1,6,2,2,13,13,2,5,4,3
96,96,78.0,10264,7,5,1999,1999,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,1999.0,2,472,158,29,0,0,0,0,0,8,2006,5,4,4,6,2,5,4,8,1,3,4,1,12.27373129,214000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
97,97,73.0,10921,4,5,1965,1965,48.0,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1965.0,1,432,120,0,0,0,0,0,0,5,2007,4,4,2,4,2,3,3,8,1,4,4,1,11.45899712,94750,1,0,1,3,1,0,1,1,4,2,3,1,2,1,5,1,8,3,3,1,3,4,2,7,7,2,3,3,2
98,98,85.0,10625,5,5,1920,1950,0.0,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1920.0,1,366,0,0,77,0,0,0,400,5,2010,4,4,2,6,2,2,3,8,1,2,4,1,11.32659589,83000,1,1,0,2,0,1,0,0,4,2,3,1,4,1,1,1,8,3,3,1,3,2,2,14,14,3,3,3,1
99,99,77.0,9320,4,5,1959,1959,0.0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,1959.0,0,0,352,0,0,0,0,0,400,1,2010,4,4,2,6,2,2,3,8,1,1,1,1,11.76718001,128950,1,1,0,1,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,10,10,3,3,3,2
100,100,70.04995836802665,10603,6,7,1977,2001,28.0,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,1977.0,2,480,168,68,0,0,0,0,0,2,2010,4,4,3,6,2,4,4,8,4,3,4,1,12.23076526,205000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,17,3,3,1,3,2,2,10,10,2,3,3,3
101,101,77.0,9206,6,5,1985,1985,336.0,0,0,741,741,977,755,0,1732,0,0,2,1,3,1,7,1,1985.0,2,476,192,46,0,0,0,0,0,6,2010,5,4,2,2,2,3,4,8,4,4,4,1,12.08953883,178000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,1,6,2,2,7,7,2,4,3,2
102,102,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979.0,2,410,0,0,0,0,0,0,0,6,2009,1,1,1,1,1,3,3,8,1,2,4,1,11.68657621,118964,1,1,1,3,1,1,0,1,4,2,3,1,1,1,5,1,20,3,3,3,3,2,2,7,7,3,3,2,4
103,103,94.0,10402,7,5,2009,2009,0.0,0,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,2009.0,3,740,0,36,0,0,0,0,0,5,2010,5,4,2,2,2,5,4,8,1,3,4,1,12.20055746,198900,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,6,3,3,1,3,2,2,13,13,3,3,3,3
104,104,70.04995836802665,7758,7,4,1931,1950,600.0,224,0,816,1040,1226,592,0,1818,0,0,1,1,4,1,7,2,1951.0,1,240,0,0,0,0,184,0,0,6,2007,4,4,2,3,2,5,3,8,4,2,4,1,12.04060821,169500,1,0,2,3,1,1,1,1,5,2,3,1,4,1,1,1,10,3,3,1,1,2,2,12,12,2,3,2,3
105,105,75.0,9375,8,5,2003,2004,768.0,0,0,1053,1053,1053,939,0,1992,0,0,2,1,3,1,9,1,2003.0,2,648,140,45,0,0,0,0,0,8,2008,6,4,2,2,2,5,4,8,5,3,4,1,12.429216199999999,250000,1,1,1,3,1,1,1,1,2,2,3,1,4,1,5,1,21,3,3,1,6,4,2,13,13,2,4,3,3
106,106,60.0,10800,4,7,1885,1995,0.0,0,0,641,641,1047,0,0,1047,0,0,1,0,2,1,6,0,1954.0,1,273,0,0,0,0,0,0,450,8,2007,3,4,2,2,2,4,3,8,1,2,3,1,11.51292546,100000,1,1,2,2,1,0,1,1,5,2,1,1,4,1,5,1,18,3,3,1,3,5,2,13,13,3,3,3,1
107,107,50.0,6000,5,5,1948,1950,0.0,104,169,516,789,789,0,0,789,0,0,1,0,2,1,5,0,1948.0,1,250,0,0,0,0,0,0,0,4,2008,4,4,2,6,5,5,3,8,1,2,4,1,11.65268741,115000,1,1,2,3,1,1,0,1,5,2,3,1,4,1,5,1,18,3,3,1,3,2,2,13,13,3,3,3,2
108,108,85.0,8500,5,7,1919,2005,0.0,0,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,1919.0,0,0,0,0,144,0,0,0,0,8,2007,4,4,2,2,2,3,2,8,1,1,1,1,11.65268741,115000,1,0,0,1,1,0,1,0,5,2,3,1,4,1,1,1,10,1,3,1,1,2,2,6,6,3,3,3,2
109,109,105.0,11751,6,6,1977,1977,480.0,705,0,1139,1844,1844,0,0,1844,0,0,2,0,3,1,7,1,1977.0,2,546,0,122,0,0,0,0,0,1,2010,5,4,2,5,2,5,3,8,4,3,4,4,12.15477935,190000,1,1,1,3,0,1,1,1,4,2,3,2,4,1,5,1,17,3,3,1,3,4,2,10,10,2,3,3,2
110,110,75.0,9525,6,4,1954,1972,0.0,444,0,550,994,1216,639,0,1855,0,0,2,0,4,1,7,0,1954.0,1,325,182,0,0,0,0,0,0,10,2006,4,3,2,4,2,4,3,8,1,2,4,1,11.82700601,136900,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,8,3,3,1,1,2,2,14,14,3,3,3,2
111,111,70.04995836802665,7750,7,5,2000,2000,0.0,250,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,2000.0,2,400,180,0,0,0,0,0,0,4,2010,5,4,2,7,2,5,3,8,4,4,4,1,12.10071213,180000,1,1,3,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,8,2,2,13,13,3,3,3,3
112,112,77.0,9965,7,5,2007,2007,220.0,984,0,280,1264,1282,1414,0,2696,1,0,2,1,4,1,10,1,2007.0,3,792,120,184,0,0,168,0,0,10,2007,6,4,4,7,2,5,5,8,5,4,4,1,12.8583197,383970,1,1,3,3,2,1,0,1,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,4,4,3,3
113,113,70.04995836802665,21000,6,5,1953,1953,184.0,35,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,1953.0,2,450,166,120,192,0,0,0,0,10,2007,5,4,3,6,4,3,4,8,5,2,4,4,12.28765263,217000,1,1,0,3,0,1,0,1,4,2,3,1,1,1,1,1,7,3,3,1,3,4,2,14,14,2,3,4,2
114,114,61.0,7259,6,8,1945,2002,0.0,774,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1945.0,1,180,224,0,0,0,0,0,0,7,2007,4,4,2,6,3,5,4,8,4,2,4,4,12.46651198,259500,1,1,2,3,1,1,1,1,4,2,3,2,4,1,5,2,7,3,3,1,6,3,2,14,14,3,3,3,2
115,115,34.0,3230,6,5,1999,1999,1129.0,419,0,310,729,729,729,0,1458,0,0,2,1,2,1,5,1,1999.0,2,440,0,32,0,0,0,0,0,6,2007,5,4,2,7,2,4,3,8,3,2,4,1,12.07823927,176000,1,1,2,3,1,1,1,1,2,2,2,1,4,1,1,1,21,3,3,5,6,2,2,9,9,2,3,3,3
116,116,70.04995836802665,11616,5,5,1962,1962,116.0,170,670,252,1092,1092,0,0,1092,0,1,1,0,3,1,6,1,1962.0,1,288,0,20,144,0,0,0,0,9,2009,4,4,2,3,5,3,3,8,2,2,4,1,11.84222921,139000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,14,14,2,3,3,2
117,117,74.0,8536,5,5,2006,2007,0.0,0,0,1125,1125,1125,0,0,1125,0,0,1,1,2,1,5,0,2007.0,2,430,80,64,0,0,0,0,0,4,2007,5,4,2,2,2,4,3,8,1,2,4,1,11.9511804,155000,1,1,1,3,2,1,0,1,4,2,3,1,4,1,1,1,8,3,3,1,3,2,2,13,13,3,3,3,3
118,118,90.0,12376,7,5,1990,1990,0.0,1470,0,203,1673,1699,1523,0,3222,1,0,3,0,5,1,11,2,1990.0,3,594,367,0,0,0,0,0,0,5,2010,5,4,3,7,2,4,4,8,4,2,4,1,12.67607627,320000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,20,3,3,1,6,4,2,10,10,3,3,3,3
119,119,65.0,8461,6,5,2005,2006,0.0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2005.0,2,390,0,24,0,0,0,0,0,7,2006,5,4,2,2,2,5,4,8,5,4,4,1,12.00756073,163990,1,1,1,3,2,1,0,1,4,2,3,1,4,1,5,1,6,3,3,1,6,2,2,13,13,3,4,3,3
120,120,70.04995836802665,21453,6,5,1969,1969,0.0,938,0,0,938,988,0,0,988,1,0,1,0,1,1,4,2,1969.0,2,540,0,130,0,130,0,0,0,10,2006,4,4,5,6,2,5,3,8,4,2,4,1,12.10071213,180000,1,1,1,3,1,1,1,1,4,2,3,2,3,1,2,3,5,3,3,1,8,1,4,10,10,3,3,3,2
121,121,50.0,6060,4,5,1939,1950,0.0,0,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1979.0,1,264,0,0,140,0,0,0,0,6,2007,4,4,2,2,2,4,3,8,1,2,4,4,11.51292546,100000,1,1,2,3,1,0,1,1,5,2,3,1,4,1,5,1,10,3,3,1,1,2,2,1,1,3,3,3,3
122,122,75.0,9464,6,7,1958,1958,135.0,570,0,510,1080,1080,0,0,1080,0,0,1,0,3,1,5,0,1958.0,1,288,0,0,0,0,130,0,0,6,2008,4,4,2,5,2,4,3,8,1,2,4,1,11.82041016,136000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,3,4,2,9,9,2,3,4,2
123,123,55.0,7892,6,5,1993,1993,0.0,300,0,899,1199,1199,0,0,1199,0,0,2,0,2,1,5,0,1993.0,2,530,0,63,0,0,0,0,0,3,2008,5,4,2,7,2,5,4,8,1,3,4,1,11.94405832,153900,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,5,3,2,2,10,10,3,4,3,3
124,124,48.0,17043,6,5,1979,1998,0.0,0,0,1362,1362,1586,0,0,1586,0,0,2,0,3,1,7,1,1979.0,2,435,192,0,0,0,0,0,0,1,2009,5,3,2,2,2,3,3,8,4,2,4,1,12.10625231,181000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,17,3,3,1,3,2,2,7,7,3,3,4,2
125,125,60.0,6780,6,8,1935,1982,0.0,490,0,30,520,520,0,234,754,1,0,1,0,2,1,5,0,1935.0,0,0,53,0,0,0,0,0,0,6,2006,4,4,4,7,2,4,3,8,1,1,1,1,11.34450681,84500,1,1,0,1,1,0,1,0,5,2,3,1,4,1,5,1,10,3,3,2,1,2,2,14,14,3,3,2,2
126,126,70.04995836802665,4928,6,5,1976,1976,0.0,120,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,1977.0,2,440,0,205,0,0,0,0,0,2,2007,5,4,2,6,2,3,3,8,4,3,4,1,11.75978554,128000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,15,3,3,5,3,2,2,10,10,3,3,3,2
127,127,55.0,4388,5,7,1930,1950,0.0,116,0,556,672,840,0,0,840,0,0,1,0,3,1,5,1,1930.0,0,0,0,0,0,0,0,0,0,6,2007,4,4,2,3,2,5,3,8,4,1,1,1,11.3736634,87000,1,1,0,1,1,0,1,1,5,2,3,2,1,1,5,1,18,2,3,1,2,2,2,15,14,3,3,4,1
128,128,69.0,7590,6,5,1966,1966,266.0,512,0,148,660,660,688,0,1348,0,0,1,1,3,1,6,1,1966.0,2,453,188,108,0,0,0,0,0,7,2006,4,4,2,5,2,3,3,8,3,3,4,1,11.9511804,155000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,5,3,1,6,2,2,13,13,2,3,3,2
129,129,69.0,8973,5,7,1958,1991,85.0,567,28,413,1008,1053,0,0,1053,0,1,1,1,3,1,6,0,1998.0,2,750,0,80,0,180,0,0,0,7,2006,4,4,2,4,5,3,5,8,1,3,4,2,11.91839057,150000,1,2,0,3,1,1,0,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,10,10,2,3,3,2
130,130,88.0,14200,7,6,1966,1966,309.0,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,1966.0,2,487,105,66,0,0,0,0,0,5,2006,4,4,2,4,2,5,4,8,5,4,4,5,12.32829028,226000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,6,2,2,9,9,2,3,3,2
131,131,70.04995836802665,12224,6,5,2000,2000,40.0,695,0,297,992,1022,1032,0,2054,1,0,2,1,3,1,7,1,2000.0,2,390,24,48,0,0,0,0,0,7,2009,5,4,2,7,2,5,4,8,4,3,4,1,12.4049235,244000,1,1,3,3,1,1,1,1,4,2,3,2,4,1,1,1,9,3,3,1,6,2,2,13,13,2,4,3,3
132,132,75.0,7388,5,6,1959,2002,0.0,405,0,658,1063,1327,0,0,1327,1,0,1,0,3,1,7,0,1974.0,2,624,0,0,0,0,0,0,0,7,2007,4,4,2,4,2,4,4,8,1,2,4,1,11.92337811,150750,1,1,2,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,9,9,3,3,3,2
133,133,70.04995836802665,6853,8,5,2001,2002,136.0,1005,0,262,1267,1296,0,0,1296,1,0,2,0,2,1,6,0,2001.0,2,471,192,25,0,0,0,0,0,6,2009,6,4,2,7,2,5,4,8,1,4,4,1,12.30138283,220000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,24,3,3,1,3,2,2,13,13,2,4,3,3
134,134,78.0,10335,5,6,1968,1993,0.0,570,0,891,1461,1721,0,0,1721,0,0,2,1,3,1,7,1,1968.0,2,440,0,96,180,0,0,0,0,7,2006,4,4,2,4,2,4,3,7,4,3,4,4,12.10071213,180000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,19,3,3,1,3,2,2,10,10,3,3,3,2
135,135,80.0,10400,7,6,1970,1970,288.0,0,0,1304,1304,1682,0,0,1682,0,0,2,0,3,1,7,1,1970.0,2,530,98,0,0,0,0,0,0,5,2008,4,4,2,2,2,4,3,8,5,2,4,4,12.06681058,174000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,17,3,3,1,3,4,2,10,10,2,3,3,3
136,136,70.04995836802665,10355,5,5,1967,1967,196.0,695,0,519,1214,1214,0,0,1214,0,0,2,0,3,1,5,1,1967.0,1,318,0,111,0,0,0,0,0,7,2007,4,4,2,5,2,3,3,8,3,3,4,1,11.87059991,143000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,9,9,2,3,3,2
137,137,82.0,11070,7,5,1988,1989,70.0,0,0,1907,1907,1959,0,0,1959,0,0,3,0,5,2,9,0,1989.0,3,766,0,0,0,0,0,0,0,7,2006,4,4,2,2,2,4,3,8,1,2,4,1,12.04941884,171000,1,1,0,3,1,1,0,1,4,2,3,1,4,1,5,1,12,3,3,3,3,2,2,13,13,2,3,3,2
138,138,73.0,9066,8,5,1999,2000,320.0,668,0,336,1004,1004,848,0,1852,0,0,2,1,3,1,7,2,1999.0,3,660,224,106,0,0,0,0,0,12,2008,5,4,3,7,2,5,4,8,4,4,4,5,12.34583459,230000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,2,4,3,3
139,139,65.0,15426,6,5,1997,1997,0.0,821,0,107,928,928,836,0,1764,1,0,2,1,3,1,7,0,1997.0,2,470,276,99,0,0,0,0,0,8,2009,5,4,2,7,2,5,4,8,1,3,4,4,12.35233515,231500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,6,2,2,13,13,3,3,3,3
140,140,70.0,10500,4,5,1971,1971,0.0,432,0,432,864,864,0,0,864,0,0,1,0,3,1,5,1,1971.0,0,0,0,0,0,0,0,0,0,4,2010,4,4,2,6,2,3,3,8,2,1,1,1,11.65268741,115000,1,1,0,1,0,1,1,1,4,2,3,1,4,1,3,1,13,3,3,1,3,2,2,7,7,3,3,3,2
141,141,78.0,11645,7,5,2005,2005,0.0,1300,0,434,1734,1734,0,0,1734,1,0,2,0,3,1,7,0,2005.0,2,660,160,24,0,0,0,0,0,1,2006,5,4,4,7,2,5,4,8,1,4,4,1,12.46843691,260000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
142,142,71.0,8520,5,4,1952,1952,0.0,507,0,403,910,910,475,0,1385,0,0,2,0,4,1,6,0,2000.0,2,720,0,0,0,0,0,0,0,6,2010,4,4,2,4,2,2,3,8,1,2,4,4,12.01974307,166000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,1,1,13,1,3,1,1,2,2,4,14,3,3,2,2
143,143,78.0,10335,7,5,1999,1999,183.0,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,1999.0,2,577,144,29,0,0,0,0,0,6,2009,5,4,5,7,2,5,4,8,1,3,4,1,12.22587527,204000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
144,144,70.0,9100,5,5,1963,1963,336.0,1332,0,396,1728,1728,0,0,1728,1,0,2,0,6,2,10,0,1963.0,2,504,0,0,0,0,0,0,0,11,2006,4,4,2,4,2,3,3,8,1,2,4,1,11.73606902,125000,1,1,2,3,0,1,0,1,5,2,3,1,4,1,5,1,19,6,3,3,3,2,2,7,7,2,3,3,2
145,145,24.0,2522,6,5,2004,2006,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,4,2006,5,4,2,2,2,5,4,4,1,2,4,1,11.77528973,130000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,8,3,3,4,6,2,2,13,13,4,4,3,3
