,Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasSBrkr,HasExBsmtQual,HasGd,HasGLQ,HasPavedDrive,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
87,88,160,40.0,3951,6,2009,76.0,Gd,TA,Unf,0,612,612,Ex,Y,612,612,1224,0,0,2,1,1,Gd,4,Detchd,RFn,528,TA,0,234,0,0,0,164500,12.010665849187564,1836,0,234,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,1,1
88,89,50,105.0,8470,3,1915,0.0,Fa,Fa,Unf,0,1013,1013,TA,N,1013,0,1526,0,0,1,0,1,Fa,6,None,None,0,None,0,0,156,0,0,85000,11.350406535472453,2539,27,156,1.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0
89,90,20,60.0,8070,4,1994,0.0,TA,TA,GLQ,588,402,990,Ex,Y,990,0,990,1,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,123600,11.724805824005728,1980,12,0,2.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,1
90,91,20,60.0,7200,4,1950,0.0,TA,None,None,0,0,0,TA,Y,1040,0,1040,0,0,1,0,1,TA,4,Detchd,Unf,420,TA,0,29,0,0,0,109900,11.607326140391713,1040,56,29,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
91,92,20,85.0,8500,5,1961,203.0,TA,TA,Rec,600,635,1235,TA,Y,1235,0,1235,0,0,1,0,1,TA,6,Attchd,Unf,480,TA,0,0,0,0,0,98600,11.498826540590727,2470,45,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
92,93,30,80.0,13360,5,1921,0.0,TA,TA,ALQ,713,163,876,Ex,Y,964,0,964,1,0,1,0,1,TA,5,Detchd,Unf,432,TA,0,0,44,0,0,163500,12.004568269319446,1840,3,44,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1
93,94,190,60.0,7200,6,1910,0.0,TA,Fa,Rec,1046,168,1214,Ex,N,1260,1031,2291,0,1,2,0,2,TA,9,Detchd,Unf,506,TA,0,0,0,0,99,133900,11.804848531679264,3505,9,99,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
94,95,60,69.0,9337,6,1997,0.0,TA,TA,GLQ,648,176,824,Ex,Y,905,881,1786,1,0,2,1,1,Gd,7,Attchd,RFn,684,TA,0,162,0,0,0,204750,12.229545001715316,2610,10,162,3.5,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2,0,1
95,96,60,70.04995836802665,9765,6,1993,68.0,Ex,Gd,ALQ,310,370,680,Gd,Y,680,790,1470,0,0,2,1,1,TA,6,BuiltIn,Fin,420,TA,232,63,0,0,0,185000,12.128111104060462,2150,16,63,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
96,97,20,78.0,10264,7,1999,183.0,Gd,TA,ALQ,1162,426,1588,Ex,Y,1588,0,1588,0,0,2,0,1,Gd,6,Attchd,RFn,472,TA,158,29,0,0,0,214000,12.273731294003989,3176,7,29,2.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
97,98,20,73.0,10921,4,1965,48.0,TA,TA,Rec,520,440,960,TA,Y,960,0,960,1,0,1,0,1,TA,6,Attchd,Fin,432,TA,120,0,0,0,0,94750,11.458997122944673,1920,42,0,2.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
98,99,30,85.0,10625,5,1920,0.0,TA,TA,ALQ,108,350,458,Fa,N,835,0,835,0,0,1,0,1,TA,5,Basment,Unf,366,Fa,0,0,77,0,0,83000,11.326595886778735,1293,60,77,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
99,100,20,77.0,9320,4,1959,0.0,TA,TA,ALQ,569,381,950,Fa,Y,1225,0,1225,1,0,1,1,1,TA,6,None,None,0,None,352,0,0,0,0,128950,11.76718001130949,2175,51,0,2.5,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
100,101,20,70.04995836802665,10603,6,1977,28.0,TA,TA,ALQ,1200,410,1610,Gd,Y,1610,0,1610,1,0,2,0,1,Gd,6,Attchd,RFn,480,TA,168,68,0,0,0,205000,12.230765258120545,3220,9,68,3.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
101,102,60,77.0,9206,6,1985,336.0,Gd,TA,Unf,0,741,741,TA,Y,977,755,1732,0,0,2,1,1,Gd,7,Attchd,Fin,476,TA,192,46,0,0,0,178000,12.089538829274222,2473,25,46,2.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
102,103,90,64.0,7018,5,1979,0.0,TA,None,None,0,0,0,TA,Y,1535,0,1535,0,0,2,0,2,TA,8,Attchd,Unf,410,TA,0,0,0,0,0,118964,11.686576205316552,1535,30,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
103,104,20,94.0,10402,7,2009,0.0,TA,TA,Unf,0,1226,1226,Ex,Y,1226,0,1226,0,0,2,0,1,Gd,6,Attchd,RFn,740,TA,0,36,0,0,0,198900,12.200557464842063,2452,1,36,2.0,3,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
104,105,50,70.04995836802665,7758,7,1931,600.0,TA,TA,LwQ,224,816,1040,Ex,Y,1226,592,1818,0,0,1,1,1,TA,7,Detchd,Unf,240,TA,0,0,0,0,184,169500,12.040608205802641,2858,57,184,1.5,0,1,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0
105,106,60,75.0,9375,8,2003,768.0,Gd,TA,Unf,0,1053,1053,Ex,Y,1053,939,1992,0,0,2,1,1,Gd,9,Attchd,RFn,648,TA,140,45,0,0,0,250000,12.429216196844383,3045,4,45,2.5,0,1,1,1,0,1,1,1,1,0,0,1,0,0,2,0,1
106,107,30,60.0,10800,4,1885,0.0,TA,TA,Unf,0,641,641,Gd,Y,1047,0,1047,0,0,1,0,1,TA,6,Detchd,Unf,273,Fa,0,0,0,0,0,100000,11.512925464970229,1688,12,0,1.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
107,108,20,50.0,6000,5,1948,0.0,TA,TA,ALQ,104,516,789,Ex,Y,789,0,789,0,0,1,0,1,TA,5,Detchd,Unf,250,TA,0,0,0,0,0,115000,11.652687407345388,1578,58,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
108,109,50,85.0,8500,5,1919,0.0,TA,TA,Unf,0,793,793,TA,N,997,520,1517,0,0,2,0,1,Fa,7,None,None,0,None,0,0,144,0,0,115000,11.652687407345388,2310,2,144,2.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
109,110,20,105.0,11751,6,1977,480.0,TA,TA,BLQ,705,1139,1844,Ex,Y,1844,0,1844,0,0,2,0,1,TA,7,Attchd,RFn,546,TA,0,122,0,0,0,190000,12.154779351142624,3688,33,122,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
110,111,50,75.0,9525,6,1954,0.0,TA,Fa,Rec,444,550,994,Gd,Y,1216,639,1855,0,0,2,0,1,TA,7,Attchd,Unf,325,TA,182,0,0,0,0,136900,11.82700601127654,2849,34,0,2.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
111,112,80,70.04995836802665,7750,7,2000,0.0,TA,TA,GLQ,250,134,384,Ex,Y,774,656,1430,0,0,2,1,1,TA,7,BuiltIn,Fin,400,TA,180,0,0,0,0,180000,12.100712129872347,1814,10,0,2.5,0,1,0,1,0,1,1,1,0,0,1,1,1,0,2,0,1
112,113,60,77.0,9965,7,2007,220.0,Gd,TA,GLQ,984,280,1264,Ex,Y,1282,1414,2696,1,0,2,1,1,Ex,10,BuiltIn,Fin,792,TA,120,184,0,0,168,383970,12.858319703517948,3960,0,352,3.5,3,1,1,1,0,1,1,1,1,0,1,1,0,0,2,1,1
113,114,20,70.04995836802665,21000,6,1953,184.0,TA,TA,ALQ,35,905,1809,TA,Y,2259,0,2259,1,0,2,0,1,Gd,7,Basment,Unf,450,TA,166,120,192,0,0,217000,12.287652632522597,4068,54,312,3.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
114,115,70,61.0,7259,6,1945,0.0,TA,TA,ALQ,774,104,1028,Ex,Y,1436,884,2320,1,0,2,1,1,Gd,9,Detchd,Unf,180,TA,224,0,0,0,0,259500,12.46651198158808,3348,5,0,3.5,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1
115,116,160,34.0,3230,6,1999,1129.0,TA,TA,GLQ,419,310,729,Gd,Y,729,729,1458,0,0,2,1,1,TA,5,Detchd,Unf,440,TA,0,32,0,0,0,176000,12.078239274020289,2187,8,32,2.5,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1
116,117,20,70.04995836802665,11616,5,1962,116.0,TA,TA,LwQ,170,252,1092,TA,Y,1092,0,1092,0,1,1,0,1,TA,6,Attchd,Unf,288,TA,0,20,144,0,0,139000,11.842229212112828,2184,47,164,1.5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
117,118,20,74.0,8536,5,2006,0.0,TA,TA,Unf,0,1125,1125,Gd,Y,1125,0,1125,0,0,1,1,1,TA,5,Attchd,Unf,430,TA,80,64,0,0,0,155000,11.951180395901384,2250,0,64,1.5,0,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
118,119,60,90.0,12376,7,1990,0.0,TA,TA,GLQ,1470,203,1673,Gd,Y,1699,1523,3222,1,0,3,0,1,Gd,11,Attchd,Unf,594,TA,367,0,0,0,0,320000,12.676076274775909,4895,20,0,4.0,3,1,0,1,0,1,1,1,0,0,1,1,0,0,2,0,1
119,120,60,65.0,8461,6,2005,0.0,Gd,TA,Unf,0,728,728,Ex,Y,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,390,TA,0,24,0,0,0,163990,12.007560729337492,2184,0,24,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
120,121,80,70.04995836802665,21453,6,1969,0.0,TA,TA,ALQ,938,0,938,Ex,Y,988,0,988,1,0,1,0,1,TA,4,Attchd,Unf,540,TA,0,130,0,130,0,180000,12.100712129872347,1926,37,260,2.0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1
121,122,50,50.0,6060,4,1939,0.0,TA,TA,Unf,0,732,732,Gd,Y,772,351,1123,0,0,1,0,1,TA,4,Detchd,Unf,264,TA,0,0,140,0,0,100000,11.512925464970229,1855,57,140,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0
122,123,20,75.0,9464,6,1958,135.0,TA,TA,BLQ,570,510,1080,Gd,Y,1080,0,1080,0,0,1,0,1,TA,5,Attchd,Unf,288,TA,0,0,0,0,130,136000,11.820410164718188,2160,50,130,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
123,124,120,55.0,7892,6,1993,0.0,Gd,TA,GLQ,300,899,1199,Ex,Y,1199,0,1199,0,0,2,0,1,Gd,5,Attchd,RFn,530,TA,0,63,0,0,0,153900,11.94405831982697,2398,15,63,2.0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1
124,125,20,48.0,17043,6,1979,0.0,TA,Fa,Unf,0,1362,1362,TA,Y,1586,0,1586,0,0,2,0,1,TA,7,Attchd,Unf,435,TA,192,0,0,0,0,181000,12.106252310247962,2948,11,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
125,126,190,60.0,6780,6,1935,0.0,TA,TA,GLQ,490,30,520,Gd,N,520,0,754,1,0,1,0,1,TA,5,None,None,0,None,53,0,0,0,0,84500,11.344506813345266,1274,24,0,2.0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
126,127,120,70.04995836802665,4928,6,1976,0.0,TA,TA,ALQ,120,958,1078,TA,Y,958,0,958,0,0,2,0,1,TA,5,Attchd,RFn,440,TA,0,205,0,0,0,128000,11.759785542901755,2036,31,205,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
127,128,45,55.0,4388,5,1930,0.0,TA,TA,LwQ,116,556,672,Ex,Y,840,0,840,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,87000,11.37366339763672,1512,57,0,1.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
128,129,60,69.0,7590,6,1966,266.0,TA,TA,BLQ,512,148,660,TA,Y,660,688,1348,0,0,1,1,1,TA,6,Attchd,RFn,453,TA,188,108,0,0,0,155000,11.951180395901384,2008,40,108,1.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
129,130,20,69.0,8973,5,1958,85.0,TA,TA,Rec,567,413,1008,TA,Y,1053,0,1053,0,1,1,1,1,Ex,6,2Types,RFn,750,TA,0,80,0,180,0,150000,11.918390573078392,2061,15,260,2.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
130,131,60,88.0,14200,7,1966,309.0,TA,TA,Rec,445,479,924,Ex,Y,1216,941,2157,0,0,2,1,1,Gd,8,Attchd,Fin,487,TA,105,66,0,0,0,226000,12.328290278254423,3081,40,66,2.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
131,132,60,70.04995836802665,12224,6,2000,40.0,Gd,TA,GLQ,695,297,992,Ex,Y,1022,1032,2054,1,0,2,1,1,Gd,7,BuiltIn,RFn,390,TA,24,48,0,0,0,244000,12.404923504275338,3046,9,48,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
132,133,20,75.0,7388,5,1959,0.0,TA,TA,Rec,405,658,1063,Gd,Y,1327,0,1327,1,0,1,0,1,Gd,7,Detchd,Unf,624,TA,0,0,0,0,0,150750,11.923378114589433,2390,5,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
133,134,20,70.04995836802665,6853,8,2001,136.0,Gd,TA,GLQ,1005,262,1267,Ex,Y,1296,0,1296,1,0,2,0,1,Gd,6,Attchd,Fin,471,TA,192,25,0,0,0,220000,12.301382825334498,2563,7,25,3.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1
134,135,20,78.0,10335,5,1968,0.0,TA,TA,Rec,570,891,1461,Gd,Y,1721,0,1721,0,0,2,1,1,TA,7,Attchd,RFn,440,TA,0,96,180,0,0,180000,12.100712129872347,3182,13,276,2.5,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
135,136,20,80.0,10400,7,1970,288.0,TA,TA,Unf,0,1304,1304,Gd,Y,1682,0,1682,0,0,2,0,1,TA,7,Attchd,Unf,530,TA,98,0,0,0,0,174000,12.066810578196666,2986,38,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1
136,137,20,70.04995836802665,10355,5,1967,196.0,TA,TA,BLQ,695,519,1214,TA,Y,1214,0,1214,0,0,2,0,1,TA,5,Attchd,RFn,318,TA,0,111,0,0,0,143000,11.870599909242044,2428,40,111,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
137,138,90,82.0,11070,7,1988,70.0,TA,TA,Unf,0,1907,1907,Gd,Y,1959,0,1959,0,0,3,0,2,TA,9,2Types,Unf,766,TA,0,0,0,0,0,171000,12.049418835484797,3866,17,0,3.0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
138,139,60,73.0,9066,8,1999,320.0,Gd,TA,GLQ,668,336,1004,Ex,Y,1004,848,1852,0,0,2,1,1,Gd,7,Attchd,Fin,660,TA,224,106,0,0,0,230000,12.345834587905333,2856,8,106,2.5,3,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
139,140,60,65.0,15426,6,1997,0.0,TA,TA,GLQ,821,107,928,Ex,Y,928,836,1764,1,0,2,1,1,Gd,7,Attchd,RFn,470,TA,276,99,0,0,0,231500,12.352335152508426,2692,12,99,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
140,141,20,70.0,10500,4,1971,0.0,TA,TA,ALQ,432,432,864,TA,Y,864,0,864,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,115000,11.652687407345388,1728,39,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
141,142,20,78.0,11645,7,2005,0.0,Gd,TA,GLQ,1300,434,1734,Ex,Y,1734,0,1734,1,0,2,0,1,Gd,7,Attchd,Fin,660,TA,160,24,0,0,0,260000,12.468436909997665,3468,1,24,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
142,143,50,71.0,8520,5,1952,0.0,TA,TA,Rec,507,403,910,Fa,Y,910,475,1385,0,0,2,0,1,TA,6,Detchd,Unf,720,TA,0,0,0,0,0,166000,12.01974306733868,2295,58,0,2.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
143,144,20,78.0,10335,7,1999,183.0,Gd,TA,GLQ,679,811,1490,Ex,Y,1501,0,1501,1,0,2,0,1,Gd,6,Attchd,RFn,577,TA,144,29,0,0,0,204000,12.225875272826354,2991,10,29,3.0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,2,0,1
144,145,90,70.0,9100,5,1963,336.0,TA,TA,Rec,1332,396,1728,TA,Y,1728,0,1728,1,0,2,0,2,TA,10,Detchd,Unf,504,TA,0,0,0,0,0,125000,11.736069016284437,3456,43,0,3.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
145,146,160,24.0,2522,6,2004,50.0,Gd,TA,Unf,0,970,970,Ex,Y,970,739,1709,0,0,2,0,1,Gd,7,Detchd,Unf,380,TA,0,40,0,0,0,130000,11.77528972943772,2679,0,40,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,1,1
146,147,30,51.0,6120,5,1931,0.0,TA,TA,BLQ,209,506,715,TA,Y,875,0,875,1,0,1,0,1,TA,5,Detchd,Unf,180,Fa,48,0,0,0,0,105000,11.56171562913966,1590,16,0,2.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
147,148,60,70.04995836802665,9505,7,2001,180.0,Gd,TA,Unf,0,884,884,Ex,Y,884,1151,2035,0,0,2,1,1,Gd,8,BuiltIn,Fin,434,TA,144,48,0,0,0,222500,12.312682380588432,2919,9,48,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
148,149,20,63.0,7500,7,2004,120.0,TA,TA,GLQ,680,400,1080,Ex,Y,1080,0,1080,1,0,1,0,1,Gd,6,None,None,0,None,0,0,0,0,0,141000,11.856515169360305,2160,3,0,2.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,0,1
149,150,50,70.04995836802665,6240,5,1936,0.0,TA,TA,Unf,0,896,896,Gd,Y,896,448,1344,0,0,1,0,1,TA,7,Detchd,Unf,240,Fa,200,114,0,0,0,115000,11.652687407345388,2240,56,114,1.0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1
150,151,20,120.0,10356,5,1975,0.0,TA,TA,BLQ,716,253,969,TA,Y,969,0,969,0,0,1,1,1,TA,5,Attchd,Unf,440,TA,0,0,0,0,0,122000,11.711776323715394,1938,32,0,1.5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
151,152,20,107.0,13891,8,2007,436.0,Gd,TA,GLQ,1400,310,1710,Ex,Y,1710,0,1710,1,0,2,0,1,Gd,6,Attchd,RFn,866,TA,0,102,0,0,0,372402,12.827729194939907,3420,0,102,3.0,3,0,1,0,0,1,1,1,1,1,1,1,0,0,2,1,2
152,153,60,70.04995836802665,14803,6,1971,252.0,TA,TA,Rec,416,409,825,Gd,Y,1097,896,1993,0,0,2,1,1,TA,8,Attchd,RFn,495,TA,0,66,0,0,0,190000,12.154779351142624,2818,35,66,2.5,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
153,154,20,70.04995836802665,13500,6,1960,0.0,TA,TA,BLQ,429,93,1602,Gd,Y,1252,0,1252,1,0,1,0,1,TA,4,Attchd,RFn,564,TA,409,0,0,0,0,235000,12.367340793126296,2854,33,0,2.0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1
154,155,30,84.0,11340,6,1923,0.0,TA,TA,Unf,0,1200,1200,TA,Y,1200,0,1200,0,0,1,0,1,TA,7,Detchd,Unf,312,Fa,0,0,228,0,0,125000,11.736069016284437,2400,56,228,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
155,156,50,60.0,9600,6,1924,0.0,TA,TA,Unf,0,572,572,Fa,N,572,524,1096,0,0,1,0,1,TA,5,None,None,0,None,0,8,128,0,0,79000,11.27720313144916,1668,58,136,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
156,157,20,60.0,7200,5,1950,0.0,TA,None,None,0,0,0,TA,Y,1040,0,1040,0,0,1,0,1,TA,5,Detchd,Unf,625,TA,0,0,0,0,0,109500,11.603679828238693,1040,56,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
157,158,60,92.0,12003,8,2009,84.0,Gd,TA,Unf,0,774,774,Ex,Y,774,1194,1968,0,0,2,1,1,Ex,8,BuiltIn,Fin,680,TA,0,75,0,0,0,269500,12.504323669331189,2742,0,75,2.5,3,1,1,0,0,1,1,1,1,0,0,1,0,0,2,0,1
158,159,60,100.0,12552,7,2004,0.0,Gd,TA,GLQ,222,769,991,Ex,Y,991,956,1947,0,0,2,1,1,Gd,8,Attchd,RFn,678,TA,0,136,0,0,0,254900,12.448626590364206,2938,5,136,2.5,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,0,1
159,160,60,134.0,19378,7,2005,456.0,Gd,TA,GLQ,57,1335,1392,Ex,Y,1392,1070,2462,1,0,2,1,1,Gd,9,Attchd,RFn,576,TA,239,132,0,168,0,320000,12.676076274775909,3854,0,300,3.5,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
160,161,20,70.04995836802665,11120,6,1984,0.0,TA,TA,BLQ,660,572,1232,TA,Y,1232,0,1232,0,0,2,0,1,TA,6,Attchd,Unf,516,TA,0,0,0,0,0,162500,11.998433280751929,2464,24,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,1
161,162,60,110.0,13688,9,2003,664.0,Gd,TA,GLQ,1016,556,1572,Ex,Y,1572,1096,2668,1,0,2,1,1,Ex,10,BuiltIn,Fin,726,TA,400,0,0,0,0,412500,12.929991484756872,4240,4,0,3.5,3,1,0,1,0,1,1,1,1,0,1,1,1,0,2,0,2
162,163,20,95.0,12182,7,2005,226.0,Gd,TA,BLQ,1201,340,1541,Ex,Y,1541,0,1541,0,0,2,0,1,Gd,7,Attchd,RFn,532,TA,0,70,0,0,0,220000,12.301382825334498,3082,5,70,2.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,2
163,164,45,55.0,5500,4,1956,0.0,TA,TA,Unf,0,882,882,Ex,Y,882,0,882,0,0,1,0,1,TA,4,None,None,0,None,0,0,0,0,0,103200,11.544424132029599,1764,51,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
164,165,40,40.0,5400,6,1926,0.0,TA,TA,LwQ,370,779,1149,Gd,Y,1149,467,1616,0,0,2,0,1,Gd,5,Detchd,Unf,216,TA,0,0,183,0,0,152000,11.931635799828413,2765,3,183,2.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
165,166,190,62.0,10106,5,1940,0.0,TA,TA,ALQ,351,112,644,Gd,Y,808,547,1355,1,0,2,0,2,TA,6,None,None,0,None,140,0,0,0,0,127500,11.755871643580617,1999,9,0,3.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
166,167,20,70.04995836802665,10708,5,1955,0.0,Gd,TA,LwQ,379,470,1617,Ex,Y,1867,0,1867,1,0,1,0,1,TA,7,Attchd,Fin,303,TA,476,0,0,0,142,190000,12.154779351142624,3484,16,142,2.0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1
167,168,60,86.0,10562,8,2007,300.0,Gd,TA,GLQ,1288,294,1582,Ex,Y,1610,551,2161,1,0,1,1,1,Ex,8,Attchd,Fin,789,TA,178,120,0,0,0,325624,12.693498620467778,3743,0,120,2.5,3,1,1,1,0,1,1,1,1,0,1,1,0,0,2,1,2
168,169,60,62.0,8244,7,2004,0.0,Gd,TA,Unf,0,840,840,Ex,Y,840,880,1720,0,0,2,1,1,Gd,7,Attchd,Fin,440,TA,100,48,0,0,0,183500,12.119969946476761,2560,3,48,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
169,170,20,70.04995836802665,16669,8,1981,653.0,Gd,TA,Unf,0,1686,1686,TA,Y,1707,0,1707,0,0,2,1,1,TA,6,Attchd,RFn,511,TA,574,64,0,0,0,228000,12.337100907936577,3393,25,64,2.5,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
170,171,50,70.04995836802665,12358,5,1941,0.0,TA,TA,Rec,360,360,720,TA,Y,854,0,1382,0,0,1,1,1,TA,7,Detchd,Unf,660,TA,237,0,0,0,0,128500,11.763684183317412,2102,57,0,1.5,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
171,172,20,141.0,31770,6,1960,112.0,TA,Gd,BLQ,639,441,1080,Fa,Y,1656,0,1656,1,0,1,0,1,TA,7,Attchd,Fin,528,TA,210,62,0,0,0,215000,12.2783933071098,2736,50,62,2.0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
172,173,160,44.0,5306,7,1987,0.0,Gd,Gd,GLQ,495,354,1064,Gd,Y,1064,703,1767,1,0,2,0,1,Gd,5,Attchd,RFn,504,Gd,441,35,0,0,0,239000,12.384218830913648,2831,19,35,3.0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,0,2
173,174,20,80.0,10197,6,1961,491.0,TA,TA,ALQ,288,700,1362,TA,Y,1362,0,1362,1,0,1,1,1,TA,6,Attchd,Unf,504,TA,0,20,0,0,0,163000,12.0015054797889,2724,47,20,2.5,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
174,175,20,47.0,12416,6,1986,132.0,TA,Fa,ALQ,1398,0,1606,TA,Y,1651,0,1651,1,0,2,0,1,TA,7,Attchd,Fin,616,TA,192,0,0,0,0,184000,12.122691036591123,3257,22,0,3.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
175,176,20,84.0,12615,6,1950,0.0,TA,Gd,ALQ,477,725,1202,TA,Y,2158,0,2158,1,0,2,0,1,Gd,7,Attchd,Unf,576,TA,0,29,39,0,0,243000,12.400816722322686,3360,6,68,3.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
176,177,60,97.0,10029,6,1988,268.0,Gd,TA,GLQ,831,320,1151,TA,Y,1164,896,2060,0,1,2,1,1,TA,8,Attchd,Unf,521,TA,0,228,0,0,192,211000,12.259613412458204,3211,18,420,3.0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2,0,1
